pH_treatment,Species,blank.rate,FileName,Intercept,umol.L.sec,Temp.C,block,experiment,tank,temp_treatment,predator,ID,BLANK,start.time,stop.time,volume,dry_weight,wet_weight,TA.start,TA.stop,dry_shell_weight,initial_wet_weight,umol.sec,umol.sec.corr,Respiration,NetPhoto,GrossPhoto
7.7,Rockweed,-1.53E-05,RW_T6_35_Dark_20240613_O2,256.1588605,-0.004046168,16.02877966,S103,b,6,16,c,35,0,9:19:00,9:41:00,648,0.7272,2.3788,NA,NA,NA,NA,-0.002621917,-0.002606609,12.90400675,41.41433982,54.31834657
7.7,Rockweed,-1.53E-05,RW_T6_36_Dark_20240613_O2,263.0997263,-0.006112215,16.18435593,S103,b,6,16,c,36,0,9:19:00,9:41:00,647,0.9581,3.3751,NA,NA,NA,NA,-0.003954603,-0.003939296,14.80165346,117.921224,132.7228775
7.7,Rockweed,-1.53E-05,RW_T9_49_Dark_20240428_O2,225.821699,-0.006013519,20.40774713,S9,a,9,20,c,49,0,16:27:00,17:00:00,646,0.8163,2.7836,NA,NA,NA,NA,-0.003884733,-0.003869426,17.06472227,28.16935441,45.23407667
7.7,Rockweed,-1.53E-05,RW_T9_50_Dark_20240428_O2,220.0264132,-0.00531027,20.22435632,S9,a,9,20,p,50,0,16:27:00,17:00:00,646,0.8628,3.211,NA,NA,NA,NA,-0.003430434,-0.003415127,14.24948645,31.07347373,45.32296018
7.7,Rockweed,-1.53E-05,RW_T9_51_Dark_20240428_O2,233.9406631,-0.00436677,20.36709195,S9,a,9,20,c,51,0,16:27:00,17:00:00,648,0.741,2.6531,NA,NA,NA,NA,-0.002829667,-0.002814359,13.67300143,73.59996494,87.27296636
7.7,Rockweed,-1.53E-05,RW_T9_52_Dark_20240428_O2,177.8453751,-0.005331513,20.31754023,S9,a,9,20,p,52,0,16:27:00,17:00:00,648,0.8582,2.924,NA,NA,NA,NA,-0.00345482,-0.003439513,14.42815955,25.94631027,40.37446982
7.7,Rockweed,-1.53E-05,RW_T9_53_Dark_20240428_O2,231.7631449,-0.007776568,20.33283908,S9,a,9,20,c,53,0,16:27:00,17:00:00,648,0.8929,3.2404,NA,NA,NA,NA,-0.005039216,-0.005023909,20.25542707,38.20455399,58.45998106
7.7,Rockweed,-1.53E-05,RW_T9_54_Dark_20240428_O2,229.5425243,-0.006418027,20.32083908,S9,a,9,20,p,54,0,16:27:00,17:00:00,648,0.9769,3.6111,NA,NA,NA,NA,-0.004158881,-0.004143574,15.26959401,86.23290763,101.5025016
7.7,Tegula,-2.96E-05,TEG_T12_11_20240614_O2,240.3493434,-0.004553927,20.14366667,S153,b,12,20,NA,11,0,1:34:00,2:35:00,115,0.0386,1.7705,1:23:00,2:38:00,1.4248,1.7489,-5.24E-04,-4.94E-04,46.07847093,0,46.07847093
7.7,Tegula,-2.96E-05,TEG_T12_14_20240614_O2,205.9128389,-0.003607832,20.18857627,S153,b,12,20,NA,14,0,1:34:00,2:35:00,115,0.0356,1.7474,1:23:00,2:38:00,1.3729,1.7066,-4.15E-04,-3.85E-04,38.95914742,0,38.95914742
7.7,Tegula,-2.96E-05,TEG_T12_28_20240614_O2,233.3272194,-0.003883594,20.10721469,S153,b,12,20,NA,28,0,1:34:00,2:35:00,115.25,0.0344,1.4999,1:23:00,2:38:00,1.2209,1.4191,-4.48E-04,-4.18E-04,43.7385567,0,43.7385567
7.7,Tegula,-2.96E-05,TEG_T3_02_20240430_O2,202.3900527,-0.002733096,16.07517877,S40,a,3,16,NA,2,0,21:15:00,22:18:00,114.5,0.0504,2.5047,8:43:00,10:20:00,1.9691,2.4469,-3.13E-04,-2.83E-04,20.23582086,0,20.23582086
7.7,Tegula,-2.96E-05,TEG_T3_61_20240430_O2,245.340656,-0.003632968,16.14906704,S40,a,3,16,NA,61,0,21:15:00,22:18:00,115,0.04,1.0905,8:44:00,10:21:00,1.4683,1.8788,-4.18E-04,-3.88E-04,34.9337988,0,34.9337988
7.7,Tegula,-2.96E-05,TEG_T3_71_20240430_O2,196.2084802,-0.002019585,16.08473184,S40,a,3,16,NA,71,0,21:15:00,22:18:00,115,0.0457,2.2174,8:45:00,10:20:00,1.7132,2.1278,-2.32E-04,-2.03E-04,15.96086193,0,15.96086193
7.7,Tegula,-2.96E-05,TEG_T6_25_20240615_O2,241.4484101,-0.002772378,15.74320455,S140,b,6,16,NA,25,0,11:10:00,12:12:00,115,0.0263,1.8409,10:53:00,12:15:00,1.4456,1.8283,-3.19E-04,-2.89E-04,39.58432289,0,39.58432289
7.7,Tegula,-2.96E-05,TEG_T6_45_20240615_O2,208.9961921,-0.003018006,15.77158192,S140,b,6,16,NA,45,0,11:10:00,12:12:00,115,0.0323,1.5736,10:53:00,12:15:00,1.3006,1.5422,-3.47E-04,-3.17E-04,35.37949486,0,35.37949486
7.7,Tegula,-2.96E-05,TEG_T9_44_20240430_O2,235.8131115,-0.002983956,20.29442381,S54,a,9,20,NA,44,0,18:02:00,19:15:00,115,0.0301,1.8191,17:50:00,19:17:00,1.4658,1.7927,-3.43E-04,-3.14E-04,37.49704266,0,37.49704266
7.7,Tegula,-2.96E-05,TEG_T9_53_20240430_O2,198.0296829,-0.004518256,20.32105714,S54,a,9,20,NA,53,0,18:02:00,19:15:00,114.5,0.1002,2.5698,17:52:00,19:20:00,2.0045,2.5397,-5.17E-04,-4.88E-04,17.52223875,0,17.52223875
7.7,Tegula,-2.96E-05,TEG_T9_63_20240430_O2,227.7358858,-0.002877982,20.13053333,S54,a,9,20,NA,63,0,18:02:00,19:15:00,115,0.0298,1.6733,17:54:00,19:18:00,1.3541,1.6128,-3.31E-04,-3.01E-04,36.40227342,0,36.40227342
7.8,Rockweed,-1.53E-05,RW_T14_79_Dark_20240429_O2,242.799222,-0.006087969,16.3778806,S14,a,14,16,c,79,0,19:15:00,19:47:00,646,1.0593,3.3104,NA,NA,NA,NA,-0.003932828,-0.00391752,13.3135785,59.56714698,72.88072548
7.8,Rockweed,-1.53E-05,RW_T14_80_Dark_20240429_O2,240.7804274,-0.006089021,16.46851493,S14,a,14,16,p,80,0,19:15:00,19:47:00,648,1.0042,3.3033,NA,NA,NA,NA,-0.003945686,-0.003930378,14.09018242,30.20201889,44.29220131
7.8,Rockweed,-1.53E-05,RW_T14_81_Dark_20240429_O2,245.2107824,-0.005097342,17.99406716,S14,a,14,16,c,81,0,19:15:00,19:47:00,646,1.1536,3.5405,NA,NA,NA,NA,-0.003292883,-0.003277575,10.22821737,61.38890074,71.61711811
7.8,Rockweed,-1.53E-05,RW_T14_82_Dark_20240429_O2,239.4801233,-0.004804591,16.49928358,S14,a,14,16,p,82,0,19:15:00,19:47:00,646,0.771,2.7971,NA,NA,NA,NA,-0.003103766,-0.003088458,14.4208169,54.23381492,68.65463182
7.8,Rockweed,-1.53E-05,RW_T14_83_Dark_20240429_O2,186.4474998,-0.005686491,16.3516194,S14,a,14,16,c,83,0,19:15:00,19:47:00,646,1.2381,4.0425,NA,NA,NA,NA,-0.003673473,-0.003658166,10.63677931,34.36732238,45.0041017
7.8,Rockweed,-1.53E-05,RW_T14_84_Dark_20240429_O2,228.7836053,-0.006108102,16.32727612,S14,a,14,16,p,84,0,19:15:00,19:47:00,646,1.337,3.674,NA,NA,NA,NA,-0.003945834,-0.003930526,10.58331714,35.96500884,46.54832598
7.8,Rockweed,-1.53E-05,RW_T17_91_Dark_20240428_O2,230.8476373,-0.005440196,20.1589186,S17,a,17,20,p,91,0,23:01:00,23:32:00,648,0.9071,2.92,NA,NA,NA,NA,-0.003525247,-0.00350994,13.92986686,58.34348664,72.2733535
7.8,Rockweed,-1.53E-05,RW_T17_92_Dark_20240428_O2,231.8117196,-0.00586088,20.40103448,S17,a,17,20,c,92,0,23:01:00,23:32:00,648,0.9673,3.1998,NA,NA,NA,NA,-0.00379785,-0.003782543,14.07748771,64.82304642,78.90053413
7.8,Rockweed,-1.53E-05,RW_T17_93_Dark_20240428_O2,240.4959229,-0.004528559,20.38280233,S17,a,17,20,p,93,0,23:01:00,23:32:00,648,1.0477,3.2273,NA,NA,NA,NA,-0.002934506,-0.002919199,10.03065327,93.5530746,103.5837279
7.8,Rockweed,-1.53E-05,RW_T17_94_Dark_20240428_O2,187.8803171,-0.005415403,20.35347126,S17,a,17,20,c,94,0,23:01:00,23:32:00,648,0.981,2.867,NA,NA,NA,NA,-0.003509181,-0.003493874,12.82155466,46.76586914,59.58742379
7.8,Rockweed,-1.53E-05,RW_T17_95_Dark_20240428_O2,182.3524052,-0.005189334,20.29075581,S17,a,17,20,p,95,0,23:01:00,23:32:00,646,1.1308,3.2315,NA,NA,NA,NA,-0.00335231,-0.003337002,10.6236365,34.39557016,45.01920666
7.8,Rockweed,-1.53E-05,RW_T17_96_Dark_20240428_O2,236.3317911,-0.006465289,20.2772069,S17,a,17,20,c,96,0,23:01:00,23:32:00,646,0.9434,3.3786,NA,NA,NA,NA,-0.004176577,-0.004161269,15.87933973,54.66938298,70.5487227
7.8,Rockweed,-1.53E-05,RW_T18_100_Dark_20240613_O2,243.7287084,-0.004421396,16.52567273,S110,b,18,16,p,100,0,15:52:00,16:14:00,647.5,0.6351,2.5452,NA,NA,NA,NA,-0.002862854,-0.002847546,16.1410283,61.80644454,77.94747285
7.8,Rockweed,-1.53E-05,RW_T18_101_Dark_20240613_O2,224.4082081,-0.005033697,16.69098214,S110,b,18,16,c,101,0,15:52:00,16:14:00,648,0.7756,2.6985,NA,NA,NA,NA,-0.003261836,-0.003246528,15.06898061,47.40696455,62.47594516
7.8,Rockweed,-1.53E-05,RW_T18_102_Dark_20240613_O2,259.2990695,-0.003867835,16.60444643,S110,b,18,16,c,102,0,15:52:00,16:14:00,648.5,0.6486,2.0338,NA,NA,NA,NA,-0.002508291,-0.002492983,13.83709619,59.76924956,73.60634575
7.8,Rockweed,-1.53E-05,RW_T18_97_Dark_20240613_O2,209.9213736,-0.002920425,16.67053571,S110,b,18,16,p,97,0,15:52:00,16:14:00,647,0.8317,2.4082,NA,NA,NA,NA,-0.001889515,-0.001874207,8.112476746,44.56333203,52.67580878
7.8,Rockweed,-1.53E-05,RW_T18_98_Dark_20240613_O2,210.9452003,-0.002488481,22.4295,S110,b,18,16,p,98,0,15:52:00,16:14:00,646,1.155,3.3285,NA,NA,NA,NA,-0.001607559,-0.001592251,4.962860964,48.01355801,52.97641898
7.8,Rockweed,-1.53E-05,RW_T18_99_Dark_20240613_O2,200.5565414,-0.004803528,16.60916071,S110,b,18,16,c,99,0,15:52:00,16:14:00,646,1.1325,3.7689,NA,NA,NA,NA,-0.003103079,-0.003087772,9.815432863,57.75560311,67.57103597
7.8,Rockweed,-1.53E-05,RW_T8_43_Dark_20240612_O2,234.7543455,-0.004604909,20.02719643,S105,b,8,20,p,43,0,11:37:00,11:58:00,648,0.6342,2.3197,NA,NA,NA,NA,-0.002983981,-0.002968674,16.85150539,50.30795273,67.15945812
7.8,Rockweed,-1.53E-05,RW_T8_44_Dark_20240612_O2,224.4337913,-0.004588448,19.89803571,S105,b,8,20,c,44,0,11:37:00,11:58:00,646,0.8439,2.9193,NA,NA,NA,NA,-0.002964137,-0.00294883,12.57943793,50.90990229,63.48934021
7.8,Rockweed,-1.53E-05,RW_T8_45_Dark_20240612_O2,185.2199806,-0.00412169,20.01728571,S105,b,8,20,p,45,0,11:37:00,11:58:00,646,0.7699,2.707,NA,NA,NA,NA,-0.002662612,-0.002647304,12.37861445,45.98376293,58.36237738
7.8,Rockweed,-1.53E-05,RW_T8_46_Dark_20240612_O2,190.2904783,-0.003034205,20.05082143,S105,b,8,20,p,46,0,11:37:00,11:58:00,648,0.6256,2.2623,NA,NA,NA,NA,-0.001966165,-0.001950857,11.22616116,50.84327787,62.06943904
7.8,Rockweed,-1.53E-05,RW_T8_47_Dark_20240612_O2,242.9351618,-0.003149988,19.98517857,S105,b,8,20,c,47,0,11:37:00,11:58:00,649,0.328,1.0322,NA,NA,NA,NA,-0.002044342,-0.002029035,22.26989318,25.0108435,47.28073668
7.8,Rockweed,-1.53E-05,RW_T8_48_Dark_20240612_O2,243.7358481,-0.005600274,19.93291071,S105,b,8,20,c,48,0,11:37:00,11:58:00,648,0.8292,2.7382,NA,NA,NA,NA,-0.003628978,-0.00361367,15.68887143,110.9964602,126.6853316
7.8,Tegula,-2.96E-05,TEG_T14_10_20240430_O2,251.0843055,-0.003570641,16.22575472,S43,a,14,16,NA,10,0,23:00:00,0:03:00,115,0.0309,1.7621,22:40:00,0:15:00,1.4045,1.6945,-4.11E-04,-3.81E-04,44.38668524,0,44.38668524
7.8,Tegula,-2.96E-05,TEG_T14_66_20240430_O2,248.3107803,-0.004925349,16.27613208,S43,a,14,16,NA,66,0,23:00:00,0:03:00,114.5,0.0419,2.1565,22:44:00,0:17:00,1.6868,2.0865,-5.64E-04,-5.34E-04,45.90768634,0,45.90768634
7.8,Tegula,-2.96E-05,TEG_T14_72_20240430_O2,244.0889496,-0.003244548,16.11445912,S43,a,14,16,NA,72,0,23:00:00,0:03:00,115,0.0305,1.7517,22:43:00,0:08:00,1.3966,1.7226,-3.73E-04,-3.43E-04,40.54249416,0,40.54249416
7.8,Tegula,-2.96E-05,TEG_T17_22_20240430_O2,236.3085343,-0.006471411,20.27958095,S55,a,17,20,NA,22,0,18:02:00,19:15:00,115,0.0378,2.3002,17:45:00,19:19:00,1.8711,2.2169,-7.44E-04,-7.15E-04,68.0546919,0,68.0546919
7.8,Tegula,-2.96E-05,TEG_T17_35_20240430_O2,227.565892,-7.03E-04,20.14747143,S55,a,17,20,NA,35,0,18:02:00,19:15:00,114.5,0.0997,2.8157,17:46:00,19:21:00,2.2203,2.8073,-8.05E-05,-5.09E-05,1.836306921,0,1.836306921
7.8,Tegula,-2.96E-05,TEG_T17_77_20240430_O2,190.0478083,-0.004664877,20.3422381,S55,a,17,20,NA,77,0,18:02:00,19:15:00,115,0.0412,1.9138,17:48:00,19:16:00,1.5258,1.8829,-5.36E-04,-5.07E-04,44.28549218,0,44.28549218
7.8,Tegula,-2.96E-05,TEG_T18_31_20240615_O2,252.5748685,-0.002253508,15.6458,S144,b,18,16,NA,31,0,14:09:00,15:10:00,115,0.0326,1.6406,13:53:00,15:11:00,1.3482,1.6343,-2.59E-04,-2.30E-04,25.3452611,0,25.3452611
7.8,Tegula,-2.96E-05,TEG_T18_36_20240615_O2,258.607638,-0.002665747,15.85930857,S144,b,18,16,NA,36,0,14:09:00,15:10:00,115,0.0348,1.6789,13:53:00,15:11:00,1.349,1.66,-3.07E-04,-2.77E-04,28.64719707,0,28.64719707
7.8,Tegula,-2.96E-05,TEG_T18_38_20240615_O2,257.7335556,-0.002440397,15.86840571,S144,b,18,16,NA,38,0,14:09:00,15:10:00,115,0.0389,1.7484,13:53:00,15:11:00,1.4031,1.753,-2.81E-04,-2.51E-04,23.22950021,0,23.22950021
7.8,Tegula,-2.96E-05,TEG_T8_04_20240615B_O2,239.6636351,-0.006006802,19.90172727,S150,b,8,20,NA,4,0,16:10:00,17:11:00,115,0.0353,1.7949,16:08:00,17:12:00,1.4407,1.7344,-6.91E-04,-6.61E-04,67.42547388,0,67.42547388
7.8,Tegula,-2.96E-05,TEG_T8_20_20240614_O2,241.6521368,-0.00482417,20.03276136,S150,b,8,20,NA,20,0,10:41:00,11:42:00,115.25,0.0338,1.4608,10:37:00,11:45:00,1.1488,1.4392,-5.56E-04,-5.26E-04,56.06069033,0,56.06069033
7.8,Tegula,-2.96E-05,TEG_T8_43_20240614_O2,237.9506317,-0.006123866,20.05594886,S150,b,8,20,NA,43,0,10:41:00,11:42:00,115,0.0422,2.051,10:37:00,11:45:00,1.6816,2.0602,-7.04E-04,-6.75E-04,57.54937735,0,57.54937735
7.9,Rockweed,-1.53E-05,RW_T13_73_Dark_20240613_O2,209.7199205,-0.005784035,16.27724561,S114,b,13,16,c,73,0,11:53:00,12:14:00,646,1.0673,3.5314,NA,NA,NA,NA,-0.003736487,-0.003721179,12.55152703,56.82734189,69.37886892
7.9,Rockweed,-1.53E-05,RW_T13_74_Dark_20240613_O2,262.2231738,-0.005238255,16.30819298,S114,b,13,16,c,74,0,11:53:00,12:14:00,647,0.9034,2.6681,NA,NA,NA,NA,-0.003389151,-0.003373843,13.44458329,44.29492081,57.7395041
7.9,Rockweed,-1.53E-05,RW_T13_75_Dark_20240613_O2,260.6834521,-0.004193277,16.32980702,S114,b,13,16,p,75,0,11:53:00,12:14:00,648,0.6909,2.0419,NA,NA,NA,NA,-0.002717243,-0.002701936,14.07869386,51.92209657,66.00079043
7.9,Rockweed,-1.53E-05,RW_T13_76_Dark_20240613_O2,244.0407288,-0.004336869,16.22524561,S114,b,13,16,c,76,0,11:53:00,12:14:00,648,0.8197,2.6036,NA,NA,NA,NA,-0.002810291,-0.002794984,12.27515067,38.8631266,51.13827727
7.9,Rockweed,-1.53E-05,RW_T13_77_Dark_20240613_O2,258.5053687,-0.005860169,16.33885965,S114,b,13,16,p,77,0,11:53:00,12:14:00,648,0.9118,2.6333,NA,NA,NA,NA,-0.00379739,-0.003782082,14.93254578,67.31265409,82.24519987
7.9,Rockweed,-1.53E-05,RW_T13_78_Dark_20240613_O2,225.1001474,-0.002706577,16.44470175,S114,b,13,16,p,78,0,11:53:00,12:14:00,648,0.7673,2.0999,NA,NA,NA,NA,-0.001753862,-0.001738554,8.156908413,64.86551418,73.0224226
7.9,Rockweed,-1.53E-05,RW_T15_85_Dark_20240429_O2,252.9953011,-0.00528284,16.07043956,S15,a,15,16,p,85,0,2:29:00,3:01:00,648,1.0699,3.434,NA,NA,NA,NA,-0.00342328,-0.003407973,11.46714847,39.29666834,50.76381681
7.9,Rockweed,-1.53E-05,RW_T15_86_Dark_20240429_O2,259.5963886,-0.009089441,16.19318681,S15,a,15,16,p,86,0,2:29:00,3:01:00,646,1.2735,4.3511,NA,NA,NA,NA,-0.005871779,-0.005856471,16.55539614,40.64824626,57.2036424
7.9,Rockweed,-1.53E-05,RW_T15_87_Dark_20240429_O2,258.4985399,-0.006456828,16.27007692,S15,a,15,16,p,87,0,2:29:00,3:01:00,648,0.9813,3.6467,NA,NA,NA,NA,-0.004184025,-0.004168717,15.29336733,93.52316841,108.8165357
7.9,Rockweed,-1.53E-05,RW_T15_88_Dark_20240429_O2,258.5978959,-0.005511791,16.23304396,S15,a,15,16,c,88,0,2:29:00,3:01:00,648,0.6538,2.1995,NA,NA,NA,NA,-0.003571641,-0.003556333,19.58213375,59.0101944,78.59232815
7.9,Rockweed,-1.53E-05,RW_T15_89_Dark_20240429_O2,200.7140791,-0.005051893,16.21920879,S15,a,15,16,c,89,0,2:29:00,3:01:00,648,1.0659,3.6195,NA,NA,NA,NA,-0.003273627,-0.003258319,11.00473683,48.82958719,59.83432402
7.9,Rockweed,-1.53E-05,RW_T15_90_Dark_20240429_O2,244.7003035,-0.00428257,16.17026374,S15,a,15,16,c,90,0,2:29:00,3:01:00,646,1.1887,4.0075,NA,NA,NA,NA,-0.00276654,-0.002751233,8.332159327,78.99235598,87.32451531
7.9,Rockweed,-1.53E-05,RW_T19_103_Dark_20240428_O2,235.5317114,-0.0160005,20.10953488,S19,a,19,20,p,103,0,0:47:00,1:20:00,646,0.9084,4.3715,NA,NA,NA,NA,-0.010336323,-0.010321016,40.90230713,45.69882037,86.60112751
7.9,Rockweed,-1.53E-05,RW_T19_104_Dark_20240428_O2,241.2104068,-0.008692351,20.06823529,S19,a,19,20,c,104,0,0:47:00,1:20:00,646,0.8882,2.93,NA,NA,NA,NA,-0.005615259,-0.005599951,22.69739303,22.16458304,44.86197606
7.9,Rockweed,-1.53E-05,RW_T19_105_Dark_20240428_O2,239.872185,-0.009769479,20.10566279,S19,a,19,20,p,105,0,0:47:00,1:20:00,646,0.7666,3.5433,NA,NA,NA,NA,-0.006311083,-0.006295776,29.56534485,65.49796002,95.06330487
7.9,Rockweed,-1.53E-05,RW_T19_106_Dark_20240428_O2,225.6184267,-0.008099383,20.03369412,S19,a,19,20,p,106,0,0:47:00,1:20:00,646,1.0316,3.8225,NA,NA,NA,NA,-0.005232201,-0.005216894,18.20552356,72.16769822,90.37322179
7.9,Rockweed,-1.53E-05,RW_T19_107_Dark_20240428_O2,191.1164529,-0.005819171,20.14702326,S19,a,19,20,c,107,0,0:47:00,1:20:00,646,0.9101,3.218,NA,NA,NA,NA,-0.003759184,-0.003743877,14.80931445,12.20685188,27.01616633
7.9,Rockweed,-1.53E-05,RW_T19_108_Dark_20240428_O2,204.2110583,-0.007050072,20.18230588,S19,a,19,20,c,108,0,0:47:00,1:20:00,648,1.0399,3.5755,NA,NA,NA,NA,-0.004568447,-0.004553139,15.76238192,18.23880059,34.00118251
7.9,Rockweed,-1.53E-05,RW_T7_37_Dark_20240612_O2,208.9146751,-0.003832932,19.87126786,S104,b,7,20,c,37,0,9:54:00,10:55:00,646,0.639,2.4538,NA,NA,NA,NA,-0.002476074,-0.002460767,13.86347365,60.52653079,74.39000444
7.9,Rockweed,-1.53E-05,RW_T7_38_Dark_20240612_O2,192.9740731,-0.002938122,19.82483929,S104,b,7,20,p,38,0,9:54:00,10:55:00,648,0.4699,1.3133,NA,NA,NA,NA,-0.001903903,-0.001888596,14.46891679,37.30270659,51.77162338
7.9,Rockweed,-1.53E-05,RW_T7_39_Dark_20240612_O2,186.3765941,-0.003444498,19.85948214,S104,b,7,20,c,39,0,9:54:00,10:55:00,648,0.7215,2.4458,NA,NA,NA,NA,-0.002232035,-0.002216727,11.06059312,54.85546281,65.91605592
7.9,Rockweed,-1.53E-05,RW_T7_40_Dark_20240612_O2,228.1602741,-0.002805065,19.72153571,S104,b,7,20,c,40,0,9:54:00,10:55:00,649,0.5129,1.6814,NA,NA,NA,NA,-0.001820487,-0.00180518,12.67039748,67.46440086,80.13479834
7.9,Rockweed,-1.53E-05,RW_T7_41_Dark_20240612_O2,233.8481607,-0.003895102,19.87651786,S104,b,7,20,p,41,0,9:54:00,10:55:00,649,0.6397,2.1937,NA,NA,NA,NA,-0.002527921,-0.002512614,14.14008021,54.57752345,68.71760366
7.9,Rockweed,-1.53E-05,RW_T7_42_Dark_20240612_O2,238.2127092,-0.004134972,19.83685714,S104,b,7,20,p,42,0,9:54:00,10:55:00,648,0.8344,2.4368,NA,NA,NA,NA,-0.002679462,-0.002664154,11.49443394,64.43040862,75.92484257
7.9,Tegula,-2.96E-05,TEG_T13_40_20240615_O2,253.4099789,-0.002361799,15.83032386,S142,b,13,16,NA,40,0,12:40:00,13:42:00,115,0.0389,1.8225,12:23:00,1:45:00,1.4998,1.808,-2.72E-04,-2.42E-04,22.39300735,0,22.39300735
7.9,Tegula,-2.96E-05,TEG_T13_56_20240615_O2,240.0420564,-0.002520686,15.71525,S142,b,13,16,NA,56,0,12:40:00,13:42:00,115.25,0.035,1.5327,12:23:00,1:45:00,1.2507,1.4974,-2.91E-04,-2.61E-04,26.83245204,0,26.83245204
7.9,Tegula,-2.96E-05,TEG_T13_68_20240615_O2,250.354742,-0.003533405,15.69701136,S142,b,13,16,NA,68,0,12:40:00,13:42:00,115,0.038,1.9683,12:23:00,1:45:00,1.5769,1.9402,-4.06E-04,-3.77E-04,35.68770711,0,35.68770711
7.9,Tegula,-2.96E-05,TEG_T15_09_20240430_O2,241.3144651,-0.006215806,16.09750282,S46,a,15,16,NA,9,0,2:15:00,3:17:00,113,0.1291,3.109,2:00:00,3:20:00,2.2356,2.9156,-7.02E-04,-6.73E-04,18.75982247,0,18.75982247
7.9,Tegula,-2.96E-05,TEG_T15_32_20240430_O2,255.7650043,-0.003529746,16.2770339,S46,a,15,16,NA,32,0,2:15:00,3:17:00,115,0.0379,1.7413,2:03:00,3:21:00,1.3526,1.6695,-4.06E-04,-3.76E-04,35.7419009,0,35.7419009
7.9,Tegula,-2.96E-05,TEG_T15_74_20240430_O2,245.4051913,-0.003301341,16.34072881,S46,a,15,16,NA,74,0,2:15:00,3:17:00,115,0.0477,1.8394,2:01:00,3:23:00,1.3732,1.6936,-3.80E-04,-3.50E-04,26.41631811,0,26.41631811
7.9,Tegula,-2.96E-05,TEG_T19_05_20240430_O2,228.8266501,-0.004510877,20.07989266,S51,a,19,20,NA,5,0,14:37:00,15:38:00,115,0.0862,1.8612,14:19:00,15:43:00,1.4144,1.7981,-5.19E-04,-4.89E-04,20.42698698,0,20.42698698
7.9,Tegula,-2.96E-05,TEG_T19_17_20240430_O2,234.8016686,-0.003719008,19.99812429,S51,a,19,20,NA,17,0,14:37:00,15:38:00,114.5,0.0361,2.5809,14:20:00,15:42:00,2.0528,2.4991,-4.26E-04,-3.96E-04,39.50909412,0,39.50909412
7.9,Tegula,-2.96E-05,TEG_T19_18_20240430_O2,220.9030767,-0.006275581,19.89585311,S51,a,19,20,NA,18,0,14:37:00,15:38:00,115,0.0874,2.2872,14:22:00,15:40:00,1.7731,2.2347,-7.22E-04,-6.92E-04,28.50564913,0,28.50564913
7.9,Tegula,-2.96E-05,TEG_T7_53_20240614_O2,251.6116502,-0.005511829,20.12653409,S149,b,7,20,NA,53,0,10:41:00,11:42:00,115.25,0.0376,1.5918,10:35:00,11:45:00,1.2843,1.5336,-6.35E-04,-6.06E-04,57.9830067,0,57.9830067
7.9,Tegula,-2.96E-05,TEG_T7_54_20240614_O2,208.1608076,-0.004616362,20.06285227,S149,b,7,20,NA,54,0,10:41:00,11:42:00,115,0.0406,1.9161,10:35:00,11:45:00,1.5016,1.8871,-5.31E-04,-5.01E-04,44.44524798,0,44.44524798
7.9,Tegula,-2.96E-05,TEG_T7_58_20240614_O2,226.5942047,-0.006546586,20.09533523,S149,b,7,20,NA,58,0,10:41:00,11:42:00,115,0.0371,1.7421,10:35:00,11:45:00,1.4256,1.6742,-7.53E-04,-7.23E-04,70.17762275,0,70.17762275
8,Rockweed,-1.53E-05,RW_T13_73_Dark_20240428_O2,201.6003071,-0.007570943,20.34743333,S13,a,13,20,p,73,0,21:12:00,21:45:00,646,1.0033,3.1231,NA,NA,NA,NA,-0.004890829,-0.004875522,17.49414735,32.05114156,49.54528891
8,Rockweed,-1.53E-05,RW_T13_74_Dark_20240428_O2,235.1684607,-0.010004511,20.21662637,S13,a,13,20,c,74,0,21:12:00,21:45:00,646,0.9764,3.2797,NA,NA,NA,NA,-0.006462914,-0.006447607,23.77241272,28.51245102,52.28486375
8,Rockweed,-1.53E-05,RW_T13_75_Dark_20240428_O2,220.1244613,-0.01253681,20.13793333,S13,a,13,20,c,75,0,21:12:00,21:45:00,646,1.3728,4.1275,NA,NA,NA,NA,-0.008098779,-0.008083472,21.19791545,32.87431572,54.07223117
8,Rockweed,-1.53E-05,RW_T13_76_Dark_20240428_O2,235.7900539,-0.011580258,20.17655556,S13,a,13,20,c,76,0,21:12:00,21:45:00,648,0.8863,3.2155,NA,NA,NA,NA,-0.007504007,-0.0074887,30.41782564,90.88597666,121.3038023
8,Rockweed,-1.53E-05,RW_T13_77_Dark_20240428_O2,181.114312,-0.008847218,20.22012222,S13,a,13,20,p,77,0,21:12:00,21:45:00,648,1.0014,3.059,NA,NA,NA,NA,-0.005732997,-0.00571769,20.55490628,35.76054435,56.31545063
8,Rockweed,-1.53E-05,RW_T13_78_Dark_20240428_O2,230.4865255,-0.006036354,20.04294444,S13,a,13,20,p,78,0,21:12:00,21:45:00,648,0.7347,2.6386,NA,NA,NA,NA,-0.003911557,-0.00389625,19.09146538,51.73389528,70.82536066
8,Rockweed,-1.53E-05,RW_T14_79_Dark_20240612_O2,235.4360663,-0.003013611,19.85555385,S117,b,14,20,c,79,0,19:27:00,19:48:00,648,0.4776,1.6514,NA,NA,NA,NA,-0.00195282,-0.001937512,14.60436504,88.7783267,103.3826917
